Batch No,SSE,Silhouette Score
583,2460.5841977281816,0.003148145721610407
584,2459.5966766707143,0.003395318140625062
585,2457.205534895632,0.0036643066443984994
586,2462.375533121232,0.003162707069190439
587,2456.5742377951565,0.003883102823184391
588,2458.990227073007,0.003500305079091196
589,2458.593779889065,0.0032578302242886855
590,2459.107088396678,0.0035511920673391415
591,2462.054208417518,0.003274097172805591
592,2455.9106024293105,0.004058441144432797
593,2456.1261770792457,0.003921829305684284
594,2461.808823505599,0.003208579850588664
595,2456.7367111549247,0.004056305056045706
596,2461.2886538504195,0.003263330502167854
597,2463.1974265061917,0.0029652602508017183
598,2462.6227851800213,0.0028490858617948125
599,2458.196083207129,0.0035103009823391164
600,2460.3920264250937,0.0033232459279677953
601,2459.0123542462916,0.003701657131486332
602,2459.443879687405,0.003288787537095864
603,2455.2968597466283,0.0038841078343460167
604,2458.649651300431,0.0035733814895644125
605,2455.5345602421894,0.003963629309622618
606,2457.9468271052747,0.003560173580473286
607,2457.5638434224106,0.003387219388073606
